id,Label
25540,0.0986390450208495
29938,0.11583037215413139
9585,0.19772558607144078
23597,0.27783999762971784
27695,0.8024394074998026
7641,0.8652107747716752
5508,0.10063687370056909
16438,0.060679314573366484
7632,0.10291773186464212
14446,0.005501083879611588
16538,0.9222168591490402
11189,0.6305555827776141
18384,0.43754874418484674
24530,0.2355828345251399
7162,0.5018331562415986
21360,0.5464263307857731
3803,0.1462728141549335
9577,0.7067379741304937
27860,0.45534942723822885
29969,0.2734503882995195
25070,0.1115893847975357
8061,0.40471965001324295
15431,0.1491059721410147
3907,0.2255655914921824
26338,0.149976143211292
4860,0.6421696055601824
20436,0.04831877567838987
26401,0.7417765590151034
22594,0.1385186465590776
31953,0.6251896578971957
9279,0.14585326179101693
539,0.28354577786651886
25621,0.13981004287331059
31130,0.32395339331699635
24676,0.44906383304418557
24940,0.44428117017384633
12961,0.25175542029061415
9593,0.057789481879368255
18167,0.6116202282552518
11225,0.11785466280240549
1103,0.36246295738655676
30256,0.8180221714150396
15076,0.1726419047381194
24410,0.10665043258993241
14752,0.24356629323526224
3433,0.04512094822234466
24220,0.23494834482860652
28505,0.20431748577797287
4688,0.23859623757681686
10150,0.43922249537428704
17042,0.48415069184827897
24322,0.8411174147349022
14154,0.17525394395121963
26626,0.4548752551911681
2923,0.20259156917714233
4235,0.6169059876131332
6356,0.9362881908173204
8352,0.2251002440395562
25285,0.5953004911812542
21008,0.11157009144483288
14068,0.2116772628837105
16588,0.08590171529179748
1538,0.4339194176712678
2782,0.26072448356686884
15118,0.7311742579098552
27984,0.1911889458256806
5815,0.7683596587773569
24632,0.7016766604085516
10269,0.1843786908825613
21988,0.2953434115515142
19304,0.46590721379955025
8223,0.1886339220290803
4000,0.08913847438482658
31310,0.10780293536265284
26696,0.1257666486217646
21493,0.27662683751021916
16201,0.08229647057820949
10482,0.7753260841886237
13578,0.3207773850410834
3810,0.16695819526756933
23340,0.9938839580479245
28206,0.08738875933746817
28586,0.08738663399033117
3432,0.1517011883665824
27809,0.07980457379176878
25327,0.7797300664405544
3250,0.6265473196908986
673,0.08046057942878673
8689,0.3584105507226968
31746,0.5114981188774879
1272,0.39826763292068007
14724,0.3088571463979434
26119,0.031524144871417574
24840,0.43124791661236356
10960,0.7151007783296519
4169,0.3260788387965408
13625,0.14269986080408525
7478,0.07931090318668817
7238,0.2383304285613212
25169,0.8677222074471138
4853,0.8530597273851551
10839,0.2296058145096705
29022,0.2578078402415675
29474,0.027972181814794154
30609,0.8479395364936908
21191,0.3755439881823465
11156,0.2074872987094174
27007,0.24656518571027775
28507,0.0873870878528788
7252,0.29404114459968905
30984,0.48700001037349766
7951,0.26272830141877457
20391,0.907095905334441
3111,0.5552711236011579
12700,0.47656811735293314
22497,0.2546809949168316
6994,0.1512821899419798
15154,0.14941376379471588
25187,0.048733838195989865
3362,0.28155088417926855
10352,0.5370719050354907
20978,0.08124300290758818
639,0.20033626390197826
15484,0.5987015583799974
14445,0.02720228568475564
21165,0.249017899244176
24500,0.6521209971550469
16757,0.4326749480557625
4682,0.11018433219189017
7288,0.5731401461580715
1126,0.24317829647105152
30663,0.5880672548218243
1204,0.25947475090894095
9269,0.12769314628036105
27262,0.4649971002111074
26750,0.27925414435918133
13884,0.762312567712882
17191,0.035883588918493976
15491,0.46428238935111205
29968,0.06438280185500413
13312,0.6457447533869987
16765,0.8944722393437122
3563,0.28476891994180553
31814,0.028698879406358797
20061,0.434666430643669
1610,0.2264583408344575
21487,0.05669157064649892
26421,0.2193316772177794
17045,0.04419596331854116
13303,0.5800908667230478
24379,0.6979635519693097
7049,0.22849017235636107
10966,0.2183868405137112
6997,0.12629814778287685
9984,0.7908236760592086
25100,0.4018421993301251
16485,0.6839748712507191
25609,0.29985203263440874
26461,0.16061306562816643
8077,0.24049779026974633
5483,0.3370859194541359
12972,0.06450810244428376
11355,0.22727599051906566
14348,0.27636107018001277
14073,0.04821609798928277
26049,0.800876413880098
20517,0.22566292131785742
4656,0.2714200568977763
15452,0.3113845528972773
20661,0.285184224173026
21202,0.11870161096204151
11113,0.23374894249348324
17701,0.7873333294907022
13971,0.12712747786642992
1806,0.3808203177142419
8248,0.17416241538729293
3309,0.15549341264968491
25795,0.7844044118447813
1059,0.061548415122720065
22518,0.8255244455321818
3461,0.572319623709159
3949,0.9791071751190712
29179,0.04871133902228515
22468,0.7321170837646416
3080,0.22032861213069288
2796,0.863508304979037
13685,0.6507827492090208
14343,0.15726638292473225
11055,0.05269377324626469
2901,0.059782074319160355
1012,0.5082997091987875
11253,0.07610993744176725
23215,0.8037979965771664
12137,0.9521323994562529
31043,0.42225989797931346
2666,0.3566260281170724
9664,0.2659647540774654
14146,0.05534192337809108
5345,0.8240118414356209
28369,0.23210196499045768
16889,0.24852073363986535
9810,0.21296559065294876
17831,0.5182321070237871
27897,0.2183315455261034
10301,0.6862597384659561
15329,0.4298689608876662
9869,0.118816645032674
17885,0.32270992592264297
895,0.33211058273354654
22315,0.44085395236186575
28440,0.3114886268590118
14924,0.05366781436441408
24506,0.503202949709279
28643,0.090133715222384
20462,0.19758373628201853
15564,0.1737530108231136
17274,0.13376272183769702
15499,0.052946916279671165
23329,0.9875246237475219
7110,0.356502152740712
18726,0.9526728329116589
10696,0.056624335241098105
8267,0.24092299401143147
14391,0.17953995451812407
490,0.17893954868569417
20915,0.7878012076651923
6480,0.054769270295894366
31128,0.03972869864522939
20282,0.20514949741520816
2288,0.31852810807490917
2198,0.10473484571454332
5817,0.5580864501558899
30542,0.3693341494889002
17179,0.20551009528768324
28486,0.3083611216909784
10625,0.3511976385825644
4425,0.1292955770986697
19132,0.7082940409064493
28445,0.8190374083751488
29662,0.44789620737356406
25018,0.004397116818524454
21642,0.5366341425452393
20672,0.20784958538909903
25534,0.8718470621101286
4298,0.8865450452505987
8258,0.09436279913411996
12130,0.0936045884045158
7043,0.37163837261002725
5503,0.5124447540356559
4249,0.22667913334634074
21235,0.5880818164244176
14877,0.8675842154925948
22553,0.301063089230598
1947,0.8156969069490081
6220,0.04387965211993808
1267,0.35352540561312984
27357,0.2976440277367411
5457,0.812904493515702
17921,0.3933745141726829
22779,0.22840190504896368
16129,0.2949024917085733
9540,0.05477062328509907
5641,0.1852772661432683
31249,0.7246354923477549
11037,0.5350579871538025
9936,0.06837599012889854
31834,0.028693986676586347
14185,0.2739367860232647
30667,0.32675808563141834
19908,0.8170160138250537
30843,0.38865455976869906
25120,0.16706510528368915
17718,0.49736373985282356
7062,0.5141982881009035
8607,0.4968130043532446
26687,0.5437481980233065
21393,0.04892696611669179
21236,0.0864605157352751
16914,0.10186393297482703
10687,0.48307977114432504
7362,0.35414845107388077
30895,0.03222630500698462
5510,0.23613856545934986
3614,0.033810685031942414
30628,0.10294576637235787
23306,0.365164402836518
13949,0.5646170372537712
12378,0.13626401044751763
11363,0.7372589751107425
2939,0.12061382450812855
13268,0.3148466765289857
20460,0.811956583175758
2766,0.5792072538606265
11488,0.20937176423118167
4741,0.4114371078003107
16770,0.25943441722382793
8566,0.07040538627646149
30829,0.030184606845143496
19210,0.38097746153783657
10451,0.8879575967284421
15925,0.032290708752811835
13659,0.21257964836716095
961,0.9091582467055248
18621,0.04133863785432576
8895,0.383943646964015
18703,0.2246017817215884
19327,0.7189170656789207
30704,0.38276359563338724
24349,0.49994785057690605
31359,0.20885641709023015
17015,0.8433878875599666
10747,0.3617692183507286
12101,0.1917977024259939
18666,0.17962773252409567
12687,0.6682872178096841
17852,0.10317617236818061
933,0.5009331426836695
25319,0.19194732837444023
7417,0.06720132200710056
30221,0.1301939675214082
18649,0.55194778932322
25812,0.4393278649395787
1910,0.01724745769092641
13746,0.05274533974670837
11025,0.15994169753457796
25146,0.05110483370314199
632,0.8899932589356918
12539,0.8224758123411369
20458,0.3951016997383004
9214,0.8696376348863885
23896,0.6301183923535064
15357,0.21334022291355528
1254,0.12503796215834645
23379,0.8437223691315535
8514,0.23509591537542998
2812,0.08721210936914983
5176,0.7311810849832315
25193,0.33899108549836116
18244,0.37776411115126524
8102,0.27042378210550216
10949,0.9600172865557604
14164,0.15631134973283564
13486,0.0671014945175013
22386,0.5829161530807353
20758,0.2994027866296731
5613,0.16969682110190543
18529,0.4075883417241041
3613,0.3659892858414395
29410,0.7986993852793589
21808,0.19820307746696597
8163,0.14746245352851134
8067,0.05364715882319337
28887,0.08106428829610689
13699,0.6895320479723951
17658,0.4740324372551178
645,0.5224560830948465
14574,0.4014696513283921
29110,0.5956529110371925
26228,0.03641510900026418
23876,0.09641642619165024
6075,0.6516865755222032
817,0.9192654237933294
24831,0.5609970982545458
11634,0.8346028072910333
18566,0.094490030324279
27063,0.15633912991905036
12064,0.11244277912984357
1687,0.20859772239069113
9110,0.5885407343987008
6969,0.7186822816025007
24981,0.5357393304319588
29073,0.4037744969484047
1548,0.8020595657278239
16525,0.1331670006032249
29632,0.8077426135108199
29516,0.6815497364313442
24394,0.08089569462011685
730,0.21252911011680864
27875,0.36242161345128016
91,0.2881254884691983
19279,0.09111659111301482
8079,0.4964125439698155
21061,0.04069866241685793
3828,0.1096339961830511
24083,0.7388739649918472
25651,0.07531692002955605
16194,0.09526759800773298
14400,0.08298363169247812
6520,0.3250113018733248
9659,0.06203405288902318
30845,0.2355285297869805
2980,0.20901485529780267
17279,0.3041913026933632
12406,0.5481500551647179
30936,0.15979446643966289
5201,0.1439512606729762
16267,0.1936884808336754
18274,0.10639988846003688
600,0.2524989277214409
17115,0.7636005160964993
5730,0.5632282522647873
887,0.1407276543939327
27471,0.19244436776322418
1388,0.3310601853096804
30776,0.0468767404926895
7717,0.08930267853890154
16870,0.31485133014841316
9720,0.1676518310140594
27592,0.808873562504743
10392,0.06972875683287105
26790,0.3795913877660869
14553,0.15706755983922155
29247,0.4353527277014106
29590,0.4172834373353412
6242,0.7942468410275382
20431,0.4496296954130143
25053,0.05618617472857337
2037,0.09605196097346248
